,target
20017,5
63149,9
1316,9
9907,1
46963,0
5426,9
58040,5
3800,1
43107,9
23985,7
29913,3
13758,6
64435,3
51698,2
17858,9
19611,7
17254,1
28562,7
57224,4
32642,3
275,4
58482,4
69507,9
67478,5
21087,9
32452,8
29918,0
41740,3
48164,3
60041,7
41022,4
64083,7
29457,5
19895,7
42330,4
8234,8
53019,2
69349,5
42692,2
42080,6
12693,1
17860,9
42832,8
45816,1
40293,9
56929,0
26129,6
50912,6
57159,9
69785,9
39032,2
28917,4
52,7
59537,2
3037,4
18244,3
48733,5
67238,7
15534,3
34399,9
22031,4
69188,9
7967,5
15003,3
61389,8
42527,7
1273,4
44109,1
9171,5
20238,0
28638,7
6015,7
37720,8
51928,5
19328,5
59481,4
47387,8
7727,9
47500,4
61411,0
62004,8
45685,4
55813,9
33575,5
22255,5
28259,5
20966,8
42046,5
55480,7
23775,1
52678,6
66875,3
24464,7
40079,3
51369,1
42069,9
10318,1
66867,4
48778,6
26358,3
58295,6
61820,1
68171,3
16897,8
29697,1
21821,6
45512,5
17106,0
4121,3
36348,9
12870,4
6356,1
40673,8
17925,1
14449,4
56349,1
15361,1
24835,3
53845,9
50681,7
12489,6
63046,8
64527,0
21429,7
33557,8
23155,7
13089,8
55893,3
1935,3
8047,8
28871,8
49168,2
8309,0
10061,8
61422,4
52225,2
12908,7
39228,2
53560,3
2077,8
38552,9
14941,8
934,7
7762,3
59928,6
21588,5
31094,9
31953,5
6542,9
18657,8
21311,6
16541,9
34282,1
31386,1
25591,2
44247,2
27880,2
41797,6
18246,4
65829,2
11760,1
7253,1
5123,1
28386,6
68552,4
46193,9
39091,8
5430,8
13585,2
15846,2
35480,9
68392,4
26131,5
7038,0
53956,7
53910,2
19835,8
48065,3
62488,2
19129,2
19227,1
13944,8
67451,5
35862,1
69961,6
4425,9
58307,1
5037,6
31032,3
42091,0
9168,3
14128,8
18418,5
50822,7
